LotArea,Alley,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,MSSubClass_SC160,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC70,MSZoning_RL,MSZoning_RM,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,HouseStyle_1.5Unf,HouseStyle_2Story,RoofStyle_Gable,RoofMatl_WdShngl,Exterior1st_BrkFace,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_Plywood,Exterior2nd_Wd Sdng,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Heating_Grav,GarageType_Attchd,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,MoSold_May,MoSold_Nov,MoSold_Oct,SaleType_WD,SaleCondition_Alloca,SaleCondition_Normal,SaleCondition_Partial
0.24741937955092674,0,4,3,2,-0.024417556168296474,-0.7071701063839297,1,1,1,2,0,-1.4204187065984941,-0.3451848515595795,0.8263556520410761,0.3702673949403398,2,2,1.3010649163605772,-0.8810122052935485,-0.13633966808019438,0.4677368194151091,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,-0.7634712046518696,0.13517503373888548,-0.2046652918357641,1,0.38011829493545046,3,0.7407715511350859,2,0.23364242524679,0.29606343338967567,0.2608361525559387,1,2,0.8198249694598182,-1.1000783342272733,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,2,-0.2005676530706334,0.1402926736602034,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
-1.7231148619484649,0,4,2,2,1.099274750499277,0.973856595583674,1,1,2,2,2,0.6894026793859119,-0.3451848515595795,-3.1150297331307386,-0.38672815198089205,2,2,-0.11409503626755223,-0.8810122052935485,-0.13633966808019438,-0.9102660660909578,1.1549045685057053,-0.24901352551551192,-1.0699414314329767,-0.7634712046518696,-1.0982971491284448,-0.2046652918357641,1,-0.9633017175329992,3,-1.0048598807793068,0,0.2440077290340321,0.29606343338967567,0.23659372809001689,1,2,-0.9372946725528577,0.4561970978562349,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,-1.368961141926218,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.1038093227471432,0,4,3,2,1.226446361351202,1.1641034027441701,1,1,2,2,1,-0.34351471095611247,-0.3451848515595795,0.509453779919083,-0.10485546040062829,2,2,-1.177817693300208,1.1387246354123548,-0.13633966808019438,0.21175915427214032,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,1.2848794029810338,0.13517503373888548,-0.2046652918357641,2,0.38011829493545046,3,-1.0048598807793068,0,0.2451808013882447,0.29606343338967567,0.6681088835834251,1,2,1.0265740850584808,0.6694188660343997,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,1.6495464892466247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.46568764292826964,0,3,3,2,1.1310914107824397,1.0214538383396048,2,1,2,2,0,-1.4204187065984941,-0.3451848515595795,1.034471109998029,0.7007484024148867,2,2,1.6922650333532736,-0.8810122052935485,-0.13633966808019438,0.8486654126989401,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,-0.7634712046518696,0.13517503373888548,-0.2046652918357641,2,0.9301424444472096,3,0.7407715511350859,2,0.24430121627014967,1.6651893561238316,1.5117452549975041,1,2,-0.9372946725528577,1.329797534983911,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,-0.6143342341330073,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0.2954412621280969,0,2,3,2,0.812208991841377,0.544410560702813,2,1,2,2,1,0.572160507244124,2.9194192242389976,-0.7731058718270395,-0.05665485328344182,2,2,-0.9290127007036024,1.1578244952336512,-0.13633966808019438,0.42929701050751135,1.1549045685057053,-0.24901352551551192,0.7678403213813123,1.2848794029810338,0.13517503373888548,-0.2046652918357641,2,-0.24344765624015965,3,0.7407715511350859,1,0.24135974098806204,0.29606343338967567,0.3578058504196259,1,2,1.0009945185203388,0.8073744625109788,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,0.894919581453414,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
-0.02227145799866876,0,4,2,2,-0.2190522421034757,-0.9983406539125669,1,1,1,2,2,0.7333892846862692,2.9063120311434307,-0.0018848918555798718,0.33200263773727834,1,2,0.6102324332577557,-0.8810122052935485,-0.13633966808019438,-0.2049568597333739,1.1549045685057053,-0.24901352551551192,-1.0699414314329767,1.2848794029810338,0.13517503373888548,-0.2046652918357641,1,-0.24344765624015965,3,-1.0048598807793068,0,0.23184705151744983,0.29606343338967567,0.21235130362409507,1,2,1.042003944617648,-1.1000783342272733,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,2,-0.2005676530706334,0.1402926736602034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.3908538612408237,0,4,2,2,0.6842086932474948,0.3529240492090599,2,1,2,2,0,-1.4204187065984941,-0.3451848515595795,0.7100391361008702,0.18556031094372694,2,2,-0.1643050378469533,1.1414185478836465,-0.13633966808019438,0.7507439737728178,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,1.2848794029810338,0.13517503373888548,-0.2046652918357641,2,0.9301424444472096,3,0.7407715511350859,1,0.24017902454824058,0.29606343338967567,-0.0688608201805979,1,2,1.5310971341167148,1.0508595460569212,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,2,4.446672627828953,1.6495464892466247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
0.7867165491427835,0,4,2,2,-0.41428214207181635,0.11302473790370389,1,2,1,2,0,-1.4204187065984941,-0.3451848515595795,0.33543084518089605,-0.4093062434530085,1,2,-0.2671966277709877,1.0479092558998218,-0.13633966808019438,0.3167322720325799,-0.8283126461808062,3.9515638549495495,-1.0699414314329767,-0.7634712046518696,0.13517503373888548,-0.2046652918357641,1,-0.24344765624015965,2,-1.0048598807793068,0,0.2300461873400257,-1.0730624893444802,-0.8543153728764645,1,2,1.2187456618097008,0.5431098856280419,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,0.1402926736602034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0.6746639349391227,0,2,2,2,0.7802329693663057,0.544410560702813,1,1,2,2,0,0.7158057815007198,-0.3451848515595795,-0.584941090533528,-0.18318016204219134,2,2,-1.4931255939102046,1.147862910369156,-0.13633966808019438,0.11328700672741768,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,1.2848794029810338,0.13517503373888548,-0.2046652918357641,1,-0.24344765624015965,3,0.7407715511350859,1,0.24106478374318713,0.29606343338967567,-0.3258305195193691,1,2,1.2636332744208996,0.6592607943123132,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,0,-0.2005676530706334,-1.368961141926218,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0.6037144194071238,0,4,3,2,1.0674422255131988,0.973856595583674,2,1,2,2,0,0.3885994732340642,-0.3451848515595795,0.5365089672298021,0.13101547136839084,2,2,-0.3608668729716993,1.1991537231102198,-0.13633966808019438,0.9153932601035902,-0.8283126461808062,-0.24901352551551192,0.7678403213813123,1.2848794029810338,0.13517503373888548,-0.2046652918357641,2,0.9301424444472096,3,0.7407715511350859,2,0.24371409545672817,0.29606343338967567,0.9784119167472243,1,2,-0.9372946725528577,1.1738072486787408,-0.3916602734747833,-0.1297361643618485,-0.30197874282150683,-0.07009728038095181,1,-0.2005676530706334,1.6495464892466247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
